"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate
	"Michigan"	"26"	"2008"	"2008"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	237	1350939	17.5
	"Michigan"	"26"	"2008"	"2008"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	202	1112120	18.2
	"Michigan"	"26"	"2008"	"2008"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	189	1300766	14.5
	"Michigan"	"26"	"2008"	"2008"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	177	1484973	11.9
	"Michigan"	"26"	"2008"	"2008"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	95	1153139	8.2
	"Michigan"	"26"	"2008"	"2008"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	77	678022	11.4
	"Michigan"	"26"	"2008"	"2008"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	50	445954	11.2
	"Michigan"	"26"	"2008"	"2008"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	14	179064	Unreliable
	"Michigan"	"26"	"2009"	"2009"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	245	1338478	18.3
	"Michigan"	"26"	"2009"	"2009"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	185	1099963	16.8
	"Michigan"	"26"	"2009"	"2009"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	188	1251520	15.0
	"Michigan"	"26"	"2009"	"2009"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	172	1479588	11.6
	"Michigan"	"26"	"2009"	"2009"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	119	1192594	10.0
	"Michigan"	"26"	"2009"	"2009"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	73	700085	10.4
	"Michigan"	"26"	"2009"	"2009"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	60	439670	13.6
	"Michigan"	"26"	"2009"	"2009"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	22	184958	11.9
	"Michigan"	"26"	"2010"	"2010"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	235	1330270	17.7
	"Michigan"	"26"	"2010"	"2010"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	12	68138	Unreliable
	"Michigan"	"26"	"2010"	"2010"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	206	1096011	18.8
	"Michigan"	"26"	"2010"	"2010"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	172	1220624	14.1
	"Michigan"	"26"	"2010"	"2010"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	182	1468832	12.4
	"Michigan"	"26"	"2010"	"2010"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	109	1227048	8.9
	"Michigan"	"26"	"2010"	"2010"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	66	713281	9.3
	"Michigan"	"26"	"2010"	"2010"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	48	438574	10.9
	"Michigan"	"26"	"2010"	"2010"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	18	189982	Unreliable
	"Michigan"	"26"	"2011"	"2011"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	244	1331688	18.3
	"Michigan"	"26"	"2011"	"2011"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	220	1101202	20.0
	"Michigan"	"26"	"2011"	"2011"	"35-44 years"	"35-44"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	10	59295	Unreliable
	"Michigan"	"26"	"2011"	"2011"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	186	1182900	15.7
	"Michigan"	"26"	"2011"	"2011"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	199	1439191	13.8
	"Michigan"	"26"	"2011"	"2011"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	117	1277279	9.2
	"Michigan"	"26"	"2011"	"2011"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	64	733342	8.7
	"Michigan"	"26"	"2011"	"2011"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	67	437744	15.3
	"Michigan"	"26"	"2011"	"2011"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	18	197082	Unreliable
	"Michigan"	"26"	"2012"	"2012"	"5-14 years"	"5-14"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	10	1179963	Unreliable
	"Michigan"	"26"	"2012"	"2012"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	12	83204	Unreliable
	"Michigan"	"26"	"2012"	"2012"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	303	1327798	22.8
	"Michigan"	"26"	"2012"	"2012"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	14	69285	Unreliable
	"Michigan"	"26"	"2012"	"2012"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	214	1108745	19.3
	"Michigan"	"26"	"2012"	"2012"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	178	1160519	15.3
	"Michigan"	"26"	"2012"	"2012"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	187	1409801	13.3
	"Michigan"	"26"	"2012"	"2012"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	155	1293592	12.0
	"Michigan"	"26"	"2012"	"2012"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	63	782565	8.1
	"Michigan"	"26"	"2012"	"2012"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	48	436075	11.0
	"Michigan"	"26"	"2012"	"2012"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	27	201601	13.4
	"Michigan"	"26"	"2013"	"2013"	"5-14 years"	"5-14"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	16	1164918	Unreliable
	"Michigan"	"26"	"2013"	"2013"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	11	86011	Unreliable
	"Michigan"	"26"	"2013"	"2013"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	223	1325312	16.8
	"Michigan"	"26"	"2013"	"2013"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	233	1116614	20.9
	"Michigan"	"26"	"2013"	"2013"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	191	1140050	16.8
	"Michigan"	"26"	"2013"	"2013"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	173	1376650	12.6
	"Michigan"	"26"	"2013"	"2013"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	162	1317844	12.3
	"Michigan"	"26"	"2013"	"2013"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	80	821218	9.7
	"Michigan"	"26"	"2013"	"2013"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	57	436595	13.1
	"Michigan"	"26"	"2013"	"2013"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	25	206095	12.1
	"Michigan"	"26"	"2014"	"2014"	"5-14 years"	"5-14"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	16	1147430	Unreliable
	"Michigan"	"26"	"2014"	"2014"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	13	88875	Unreliable
	"Michigan"	"26"	"2014"	"2014"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	220	1318504	16.7
	"Michigan"	"26"	"2014"	"2014"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	208	1130909	18.4
	"Michigan"	"26"	"2014"	"2014"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	169	1125146	15.0
	"Michigan"	"26"	"2014"	"2014"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	168	1348932	12.5
	"Michigan"	"26"	"2014"	"2014"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	130	1335483	9.7
	"Michigan"	"26"	"2014"	"2014"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	79	856518	9.2
	"Michigan"	"26"	"2014"	"2014"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	56	440363	12.7
	"Michigan"	"26"	"2014"	"2014"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	21	208098	10.1
	"Michigan"	"26"	"2015"	"2015"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	210	1299015	16.2
	"Michigan"	"26"	"2015"	"2015"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	12	70976	Unreliable
	"Michigan"	"26"	"2015"	"2015"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	218	1152432	18.9
	"Michigan"	"26"	"2015"	"2015"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	189	1109646	17.0
	"Michigan"	"26"	"2015"	"2015"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	168	1325904	12.7
	"Michigan"	"26"	"2015"	"2015"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	162	1351714	12.0
	"Michigan"	"26"	"2015"	"2015"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	88	890769	9.9
	"Michigan"	"26"	"2015"	"2015"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	59	443466	13.3
	"Michigan"	"26"	"2015"	"2015"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	26	209939	12.4
	"Michigan"	"26"	"2016"	"2016"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	11	92856	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	220	1282369	17.2
	"Michigan"	"26"	"2016"	"2016"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	14	71496	Unreliable
	"Michigan"	"26"	"2016"	"2016"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	261	1180213	22.1
	"Michigan"	"26"	"2016"	"2016"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	186	1090874	17.1
	"Michigan"	"26"	"2016"	"2016"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	166	1298128	12.8
	"Michigan"	"26"	"2016"	"2016"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	174	1359686	12.8
	"Michigan"	"26"	"2016"	"2016"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	89	923503	9.6
	"Michigan"	"26"	"2016"	"2016"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	51	450210	11.3
	"Michigan"	"26"	"2016"	"2016"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	26	210142	12.4
	"Minnesota"	"27"	"1999"	"1999"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	67	657025	10.2
	"Minnesota"	"27"	"1999"	"1999"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	48	649012	7.4
	"Minnesota"	"27"	"1999"	"1999"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	60	806440	7.4
	"Minnesota"	"27"	"1999"	"1999"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	37	635248	5.8
	"Minnesota"	"27"	"1999"	"1999"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	21	392438	5.4
	"Minnesota"	"27"	"1999"	"1999"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	19	293825	Unreliable
	"Minnesota"	"27"	"1999"	"1999"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	23	211325	10.9
	"Minnesota"	"27"	"2000"	"2000"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	76	666121	11.4
	"Minnesota"	"27"	"2000"	"2000"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	36	643231	5.6
	"Minnesota"	"27"	"2000"	"2000"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	60	805764	7.4
	"Minnesota"	"27"	"2000"	"2000"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	47	656563	7.2
	"Minnesota"	"27"	"2000"	"2000"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	24	400930	6.0
	"Minnesota"	"27"	"2000"	"2000"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	17	293923	Unreliable
	"Minnesota"	"27"	"2000"	"2000"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	24	211939	11.3
	"Minnesota"	"27"	"2001"	"2001"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	62	683608	9.1
	"Minnesota"	"27"	"2001"	"2001"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	56	633452	8.8
	"Minnesota"	"27"	"2001"	"2001"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	63	799586	7.9
	"Minnesota"	"27"	"2001"	"2001"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	54	689694	7.8
	"Minnesota"	"27"	"2001"	"2001"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	26	414958	6.3
	"Minnesota"	"27"	"2001"	"2001"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	22	293345	7.5
	"Minnesota"	"27"	"2001"	"2001"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	18	214605	Unreliable
	"Minnesota"	"27"	"2002"	"2002"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	68	693715	9.8
	"Minnesota"	"27"	"2002"	"2002"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	57	627419	9.1
	"Minnesota"	"27"	"2002"	"2002"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	43	785928	5.5
	"Minnesota"	"27"	"2002"	"2002"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	52	702291	7.4
	"Minnesota"	"27"	"2002"	"2002"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	28	441111	6.3
	"Minnesota"	"27"	"2002"	"2002"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	20	293413	6.8
	"Minnesota"	"27"	"2002"	"2002"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	18	216757	Unreliable
	"Minnesota"	"27"	"2003"	"2003"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	77	703427	10.9
	"Minnesota"	"27"	"2003"	"2003"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	46	622349	7.4
	"Minnesota"	"27"	"2003"	"2003"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	65	769192	8.5
	"Minnesota"	"27"	"2003"	"2003"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	55	719410	7.6
	"Minnesota"	"27"	"2003"	"2003"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	32	462345	6.9
	"Minnesota"	"27"	"2003"	"2003"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	12	295179	Unreliable
	"Minnesota"	"27"	"2003"	"2003"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	23	218259	10.5
	"Minnesota"	"27"	"2004"	"2004"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	82	707604	11.6
	"Minnesota"	"27"	"2004"	"2004"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	68	618573	11.0
	"Minnesota"	"27"	"2004"	"2004"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	66	754196	8.8
	"Minnesota"	"27"	"2004"	"2004"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	57	736731	7.7
	"Minnesota"	"27"	"2004"	"2004"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	32	483580	6.6
	"Minnesota"	"27"	"2004"	"2004"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	15	298287	Unreliable
	"Minnesota"	"27"	"2004"	"2004"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	21	219090	9.6
	"Minnesota"	"27"	"2005"	"2005"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	71	711317	10.0
	"Minnesota"	"27"	"2005"	"2005"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	59	616316	9.6
	"Minnesota"	"27"	"2005"	"2005"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	60	738316	8.1
	"Minnesota"	"27"	"2005"	"2005"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	67	753072	8.9
	"Minnesota"	"27"	"2005"	"2005"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	41	506066	8.1
	"Minnesota"	"27"	"2005"	"2005"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	23	301499	7.6
	"Minnesota"	"27"	"2005"	"2005"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	17	219646	Unreliable
	"Minnesota"	"27"	"2006"	"2006"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	57	712520	8.0
	"Minnesota"	"27"	"2006"	"2006"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	53	617797	8.6
	"Minnesota"	"27"	"2006"	"2006"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	62	722545	8.6
	"Minnesota"	"27"	"2006"	"2006"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	64	768060	8.3
	"Minnesota"	"27"	"2006"	"2006"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	29	529450	5.5
	"Minnesota"	"27"	"2006"	"2006"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	26	308138	8.4
	"Minnesota"	"27"	"2006"	"2006"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	22	220294	10.0
	"Minnesota"	"27"	"2007"	"2007"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	58	704960	8.2
	"Minnesota"	"27"	"2007"	"2007"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	66	633114	10.4
	"Minnesota"	"27"	"2007"	"2007"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	55	702570	7.8
	"Minnesota"	"27"	"2007"	"2007"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	54	777924	6.9
	"Minnesota"	"27"	"2007"	"2007"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	51	553592	9.2
	"Minnesota"	"27"	"2007"	"2007"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	20	316542	6.3
	"Minnesota"	"27"	"2007"	"2007"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	21	220890	9.5
	"Minnesota"	"27"	"2008"	"2008"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	66	698133	9.5
	"Minnesota"	"27"	"2008"	"2008"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	59	647495	9.1
	"Minnesota"	"27"	"2008"	"2008"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	70	679663	10.3
	"Minnesota"	"27"	"2008"	"2008"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	65	785976	8.3
	"Minnesota"	"27"	"2008"	"2008"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	50	574059	8.7
	"Minnesota"	"27"	"2008"	"2008"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	19	330274	Unreliable
	"Minnesota"	"27"	"2008"	"2008"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	19	220567	Unreliable
	"Minnesota"	"27"	"2008"	"2008"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	12	102676	Unreliable
	"Minnesota"	"27"	"2009"	"2009"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	55	688973	8.0
	"Minnesota"	"27"	"2009"	"2009"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	41	660249	6.2
	"Minnesota"	"27"	"2009"	"2009"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	47	658371	7.1
	"Minnesota"	"27"	"2009"	"2009"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	86	789388	10.9
	"Minnesota"	"27"	"2009"	"2009"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	42	599459	7.0
	"Minnesota"	"27"	"2009"	"2009"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	29	342415	8.5
	"Minnesota"	"27"	"2009"	"2009"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	17	220052	Unreliable
	"Minnesota"	"27"	"2010"	"2010"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	59	679454	8.7
	"Minnesota"	"27"	"2010"	"2010"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	67	667874	10.0
	"Minnesota"	"27"	"2010"	"2010"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	53	645958	8.2
